"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS",
"75990127323","Farmàcia Tenorio Ripoll","#","C","Unió","5","5","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.379834","2.173796","430915.096","4581252.951","431007.033","4581453.878","933186088","Fax","","","","","","","",
"75990127325","Farmàcia Cercavins Font","#","C","Casp","146","146","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.395931","2.179623","431419.247","4583035.313","431511.188","4583236.257","932654535","#","","","","","","","",
"75990128008","Farmàcia Rodríguez Alsina","#","C","Comte d'Urgell","95","95","09","la Nova Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.384022","2.155864","429420.232","4581732.28","429512.155","4581933.211","934535469","#","","01/01","31/12","0000011","08:30:00","21:00:00"," ",
"75990128008","Farmàcia Rodríguez Alsina","#","C","Comte d'Urgell","95","95","09","la Nova Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.384022","2.155864","429420.232","4581732.28","429512.155","4581933.211","934535469","#","","01/01","31/12","1111101","09:00:00","14:30:00"," ",
"75990128008","Farmàcia Rodríguez Alsina","#","C","Comte d'Urgell","95","95","09","la Nova Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.384022","2.155864","429420.232","4581732.28","429512.155","4581933.211","932052508","Fax","","01/01","31/12","0000011","08:30:00","21:00:00"," ",
"75990128008","Farmàcia Rodríguez Alsina","#","C","Comte d'Urgell","95","95","09","la Nova Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.384022","2.155864","429420.232","4581732.28","429512.155","4581933.211","932052508","Fax","","01/01","31/12","1111101","09:00:00","14:30:00"," ",
"75990128072","Farmàcia Gras Torrella","#","C","Comte d'Urgell","132","132","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.385074","2.155011","429349.993","4581849.742","429441.916","4582050.674","934539482","Fax","","","","","","","",
"75990128072","Farmàcia Gras Torrella","#","C","Comte d'Urgell","132","132","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.385074","2.155011","429349.993","4581849.742","429441.916","4582050.674","934539482","#","","","","","","","",
"75990128325","Farmàcia Cervera Bech","#","C","Comte d'Urgell","241","241","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.390966","2.146655","428657.797","4582510.814","428749.713","4582711.752","933214338","#","","01/01","31/12","0000011","08:00:00","22:00:00"," ",
"75990128325","Farmàcia Cervera Bech","#","C","Comte d'Urgell","241","241","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.390966","2.146655","428657.797","4582510.814","428749.713","4582711.752","933214338","#","","01/01","31/12","1111100","09:00:00","22:00:00"," ",
"75990128325","Farmàcia Cervera Bech","#","C","Comte d'Urgell","241","241","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.390966","2.146655","428657.797","4582510.814","428749.713","4582711.752","934390695","#","","01/01","31/12","0000011","08:00:00","22:00:00"," ",
"75990128325","Farmàcia Cervera Bech","#","C","Comte d'Urgell","241","241","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.390966","2.146655","428657.797","4582510.814","428749.713","4582711.752","934390695","#","","01/01","31/12","1111100","09:00:00","22:00:00"," ",
"75990129073","Farmàcia Gimeno Fité","#","C","València","224","224","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08007","019","BARCELONA","41.3897","2.159529","429732.782","4582359.654","429824.708","4582560.591","934538763","#","","","","","","","",
"75990129290","Farmàcia Álvarez Hernández","#","C","València","278","278","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.39349","2.164539","430155.701","4582776.367","430247.631","4582977.308","934873301","#","","","","","","","",
"75990129290","Farmàcia Álvarez Hernández","#","C","València","278","278","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.39349","2.164539","430155.701","4582776.367","430247.631","4582977.308","934873301","Fax","","","","","","","",
"75990129609","Farmàcia Urgell Roura","#","C","València","393","393","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.401239","2.174326","430982.095","4583628.854","431074.032","4583829.803","934582652","Fax","","","","","","","",
"75990129609","Farmàcia Urgell Roura","#","C","València","393","393","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.401239","2.174326","430982.095","4583628.854","431074.032","4583829.803","934582652","#","","","","","","","",
"75990129649","Farmàcia Taberner Puigdelloses","#","C","València","418","418","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.401893","2.175753","431102.064","4583700.323","431194.002","4583901.273","932320166","Fax","","","","","","","",
"75990129649","Farmàcia Taberner Puigdelloses","#","C","València","418","418","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.401893","2.175753","431102.064","4583700.323","431194.002","4583901.273","932320166","#","","","","","","","",
"75990129689","Farmàcia Pla Santamans","#","C","València","440","440","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.402356","2.176344","431151.903","4583751.294","431243.842","4583952.244","932313905","#","","","","","","","",
"75990129689","Farmàcia Pla Santamans","#","C","València","440","440","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.402356","2.176344","431151.903","4583751.294","431243.842","4583952.244","932326158","Fax","","","","","","","",
"75990129747","Farmàcia Serra Saval","#","C","València","470","470","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.403269","2.177887","431281.853","4583851.383","431373.793","4584052.334","932459050","#","","","","","","","",
"75990129747","Farmàcia Serra Saval","#","C","València","470","470","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.403269","2.177887","431281.853","4583851.383","431373.793","4584052.334","932312706","#","","","","","","","",
"75990129747","Farmàcia Serra Saval","#","C","València","470","470","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.403269","2.177887","431281.853","4583851.383","431373.793","4584052.334","932459050","Fax","","","","","","","",
"75990130162","Farmàcia Mesia Barroso","#","C","València","614","614","64","el Camp de l'Arpa del Clot","10","Sant Martí","08026","019","BARCELONA","41.409865","2.186354","431996.452","4584576.957","432088.398","4584777.915","932456322","#","","","","","","","",
"75990130162","Farmàcia Mesia Barroso","#","C","València","614","614","64","el Camp de l'Arpa del Clot","10","Sant Martí","08026","019","BARCELONA","41.409865","2.186354","431996.452","4584576.957","432088.398","4584777.915","932456322","Fax","","","","","","","",
"75990130188","Farmàcia Santigosa Bosch","#","C","València","621","621","65","el Clot","10","Sant Martí","08026","019","BARCELONA","41.410896","2.187342","432080.095","4584690.664","432172.042","4584891.623","932310608","#","","","","","","","",
"75990130623","Farmàcia Casanova - Quejigo","#","Pg","Valldaura","166","166","48","la Guineueta","08","Nou Barris","08042","019","BARCELONA","41.438635","2.167532","430454.033","4587785.991","430545.964","4587986.979","934272309","#","","","","","","","",
"75990130623","Farmàcia Casanova - Quejigo","#","Pg","Valldaura","166","166","48","la Guineueta","08","Nou Barris","08042","019","BARCELONA","41.438635","2.167532","430454.033","4587785.991","430545.964","4587986.979","934272309","Fax","","","","","","","",
"75990130798","Farmàcia Borràs","#","Pg","Valldaura","247","247","52","la Prosperitat","08","Nou Barris","08016","019","BARCELONA","41.439232","2.179944","431491.616","4587842.385","431583.557","4588043.373","933546102","#","","","","","","","",
"75990130798","Farmàcia Borràs","#","Pg","Valldaura","247","247","52","la Prosperitat","08","Nou Barris","08016","019","BARCELONA","41.439232","2.179944","431491.616","4587842.385","431583.557","4588043.373","933546102","Fax","","","","","","","",
"75990130985","Farmàcia Rodríguez Ferran","#","C","Vall d'Ordesa","10","10","46","el Turó de la Peira","08","Nou Barris","08031","019","BARCELONA","41.431168","2.166393","430350.896","4586957.916","430442.826","4587158.896","934295918","#","","","","","","","",
"75990130985","Farmàcia Rodríguez Ferran","#","C","Vall d'Ordesa","10","10","46","el Turó de la Peira","08","Nou Barris","08031","019","BARCELONA","41.431168","2.166393","430350.896","4586957.916","430442.826","4587158.896","934204431","Fax","","","","","","","",
"75990131076","Farmàcia Pifarré Torra","#","C","Vallespir","45","45","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.379538","2.136923","427831.552","4581250.102","427923.461","4581451.028","933393456","#","","","","","","","",
"75990131076","Farmàcia Pifarré Torra","#","C","Vallespir","45","45","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.379538","2.136923","427831.552","4581250.102","427923.461","4581451.028","934909832","Fax","","","","","","","",
"75990131134","Farmàcia Faura","#","Av","Madrid","222","222","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.381592","2.13539","427705.621","4581479.436","427797.528","4581680.364","933396332","#","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990131235","Farmàcia Martínez Boronat","#","C","Vallespir","190","190","19","les Corts","04","Les Corts","08014","019","BARCELONA","41.384254","2.133974","427590.152","4581776.109","427682.058","4581977.04","934904717","Fax","","","","","","","",
"75990131235","Farmàcia Martínez Boronat","#","C","Vallespir","190","190","19","les Corts","04","Les Corts","08014","019","BARCELONA","41.384254","2.133974","427590.152","4581776.109","427682.058","4581977.04","934904717","#","","","","","","","",
"75990131422","Farmàcia Ronald León Berrocal","#","Ctra","Sarrià a Vallvidrera","82","82","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.408683","2.109996","425613.131","4584508.532","425705.018","4584709.488","932031179","#","","","","","","","",
"75990131558","Farmàcia Castellanos Vila","#","C","Rubén Darío","79","79","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.43432","2.186278","432015.623","4587292.012","432107.569","4587492.996","933465229","#","","","","","","","",
"75990131821","Farmàcia Pardo Garcia","#","C","Berruguete","56","56","41","la Vall d'Hebron","07","Horta-Guinardó","08035","019","BARCELONA","41.433868","2.149811","428968.379","4587271.102","429060.296","4587472.084","934282827","#","","","","","","","",
"75990131821","Farmàcia Pardo Garcia","#","C","Berruguete","56","56","41","la Vall d'Hebron","07","Horta-Guinardó","08035","019","BARCELONA","41.433868","2.149811","428968.379","4587271.102","429060.296","4587472.084","934282827","Fax","","","","","","","",
"75990131849","Farmàcia Valentines-Gelabert","#","C","Verdi","7","7","31","la Vila de Gràcia","06","Gràcia","08012","019","BARCELONA","41.403138","2.157613","429587.089","4583853.159","429679.013","4584054.11","932136301","#","","","","","","","",
"75990132058","Farmàcia Andres Carbó","#","Pg","Verdum","2","2","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.435615","2.172463","430862.798","4587446.667","430954.733","4587647.652","933545704","#","","","","","","","",
"75990132165","Farmàcia Romani - Martín","#","C","Vergós","5","5","24","les Tres Torres","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.399731","2.131254","427379.941","4583496.676","427471.845","4583697.623","934175837","#","","","","","","","",
"75990132165","Farmàcia Romani - Martín","#","C","Vergós","5","5","24","les Tres Torres","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.399731","2.131254","427379.941","4583496.676","427471.845","4583697.623","934175837","Fax","","","","","","","",
"75990132290","Farmàcia Serrano Gil","#","C","Vico","17","17","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.399347","2.135839","427762.816","4583450.228","427854.723","4583651.175","932017460","#","","","","","","","",
"75990132290","Farmàcia Serrano Gil","#","C","Vico","17","17","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.399347","2.135839","427762.816","4583450.228","427854.723","4583651.175","932017460","Fax","","","","","","","",
"75990132601","Farmàcia Luna Molero","#","C","Vila i Vilà","57","57","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.373759","2.170084","430598.251","4580581.497","430690.185","4580782.418","934414185","#","","","","","","","",
"75990132746","Farmàcia Torrens Cortés","#","C","Viladomat","40","40","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376818","2.161339","429870.261","4580928.099","429962.189","4581129.023","934411567","#","","","","","","","",
"75990132796","Farmàcia Guillemí Basté","#","C","Viladomat","60","60","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.377672","2.160211","429776.831","4581023.828","429868.758","4581224.753","934234467","#","","","","","","","",
"75990132844","Farmàcia Reverter Agüeras","#","C","Viladomat","90","90","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.379181","2.158214","429611.42","4581192.916","429703.345","4581393.842","934233859","#","","","","","","","",
"75990132844","Farmàcia Reverter Agüeras","#","C","Viladomat","90","90","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.379181","2.158214","429611.42","4581192.916","429703.345","4581393.842","934233859","Fax","","","","","","","",
"75990132971","Farmàcia de Vega Masana","#","C","Viladomat","154","154","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.382705","2.153552","429225.491","4581587.999","429317.412","4581788.929","933230591","#","","01/01","31/12","0000011","08:30:00","21:30:00"," ",
"75990132971","Farmàcia de Vega Masana","#","C","Viladomat","154","154","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.382705","2.153552","429225.491","4581587.999","429317.412","4581788.929","933230591","#","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"75990132971","Farmàcia de Vega Masana","#","C","Viladomat","154","154","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.382705","2.153552","429225.491","4581587.999","429317.412","4581788.929","933230591","Fax","","01/01","31/12","0000011","08:30:00","21:30:00"," ",
"75990132971","Farmàcia de Vega Masana","#","C","Viladomat","154","154","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.382705","2.153552","429225.491","4581587.999","429317.412","4581788.929","933230591","Fax","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"75990133051","Farmàcia Ventura Ramos","#","C","Viladomat","198","198","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.38464","2.150975","429012.055","4581804.95","429103.974","4582005.882","933211051","Fax","","","","","","","",
"75990133051","Farmàcia Ventura Ramos","#","C","Viladomat","198","198","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.38464","2.150975","429012.055","4581804.95","429103.974","4582005.882","933211051","#","","","","","","","",
"75990133187","Farmàcia Bosch Amargós","#","C","Viladomat","295","295","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.388575","2.145381","428548.636","4582246.32","428640.551","4582447.256","934301020","#","","","","","","","",
"75990133251","Farmàcia Saz Carazo","#","C","Viladrosa","51","59","51","Verdun","08","Nou Barris","08042","019","BARCELONA","41.443195","2.17578","431147.91","4588285.566","431239.847","4588486.558","933546305","#","","","","","","","",
"75990134218","Farmàcia Guerra Masats","#","C","Villarroel","201","201","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.389705","2.150617","428987.695","4582367.507","429079.614","4582568.444","934100266","#","","01/01","31/12","0000011","08:30:00","22:00:00"," ",
"75990134218","Farmàcia Guerra Masats","#","C","Villarroel","201","201","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.389705","2.150617","428987.695","4582367.507","429079.614","4582568.444","934100266","#","","01/01","31/12","1111101","09:00:00","22:00:00"," ",
"75990134316","Farmàcia Sans  Alvarez-Montesinos","#","C","Villarroel","251","251","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.391867","2.14782","428756.145","4582609.823","428848.062","4582810.762","934399057","#","","","","","","","",
"75990134384","Farmàcia García Belmonte","#","Rda","Guinardó","156","156","35","el Guinardó","07","Horta-Guinardó","08041","019","BARCELONA","41.418849","2.176609","431191.508","4585582.069","431283.446","4585783.036","934553070","#","","","","","","","",
"75990134384","Farmàcia García Belmonte","#","Rda","Guinardó","156","156","35","el Guinardó","07","Horta-Guinardó","08041","019","BARCELONA","41.418849","2.176609","431191.508","4585582.069","431283.446","4585783.036","934553070","Fax","","","","","","","",
"75990134534","Farmàcia Bea Cahue","#","C","Violant Hongria Reina Aragó","53","53","17","Sants - Badal","03","Sants-Montjuïc","08028","019","BARCELONA","41.378294","2.128875","427157.191","4581118.726","427249.094","4581319.651","933302446","#","","","","","","","",
"75990135954","Farmàcia Audet Ginesta","#","C","Doctor Trueta","234","234","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.399335","2.204642","433514.231","4583393.784","433606.192","4583594.732","932252711","#","","","","","","","",
"75990136118","Farmàcia Gros Gras","#","C","Guitard","69","69","19","les Corts","04","Les Corts","08014","019","BARCELONA","41.383986","2.136488","427800.084","4581744.288","427891.992","4581945.219","934902623","#","","","","","","","",
"75990136274","Farmàcia Rosenfeld Barrenechea","#","C","Xuclà","21","21","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.383629","2.169689","430575.706","4581677.555","430667.64","4581878.486","933019335","#","","","","","","","",
"75990136444","Farmàcia Samaranch Mirada","#","C","Saragossa","42","42","27","el Putxet i el Farró","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.402706","2.148506","428825.328","4583812.601","428917.245","4584013.551","932376210","#","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990136547","Farmàcia March Pujol","#","C","Mandri","54","54","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.404546","2.132669","427503.62","4584030.04","427595.525","4584230.992","934175030","#","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990136547","Farmàcia March Pujol","#","C","Mandri","54","54","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.404546","2.132669","427503.62","4584030.04","427595.525","4584230.992","934189547","Fax","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990136796","Farmàcia Barenys de Lacha","#","Pg","Zona Franca","122","122","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.357748","2.141104","428157.162","4578827.568","428249.074","4579028.472","933320210","#","Telèfon/Fax","","","","","","",
"75990136918","Farmàcia Panadés Mas","#","Pg","Zona Franca","226","226","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.362654","2.137542","427864.628","4579375.144","427956.538","4579576.053","933323447","#","","","","","","","",
"75990138544","Farmàcia San Segundo Blázquez","#","C","Major de Mercabarna","87","87","12","la Marina del Prat Vermell","03","Sants-Montjuïc","08040","019","BARCELONA","41.329891","2.11501","425942.965","4575756.903","426034.858","4575957.778","935564348","#","","","","","","","",
"75990141181","Farmàcia Salavert Girona","#","C","Josep Miret","4","4","73","la Verneda i la Pau","10","Sant Martí","08020","019","BARCELONA","41.421391","2.200662","433204.184","4585845.479","433296.141","4586046.449","933051474","#","","","","","","","",
"75990144027","Farmàcia San Juan Ull","#","C","Alí Bei","131","131","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.397031","2.185275","431892.902","4583153.043","431984.848","4583353.988","932457528","#","","","","","","","",
"75990144518","Farmàcia Estruch Rafa","#","Rbla","Badal","156","156","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.373354","2.131493","427370.57","4580568.149","427462.475","4580769.069","934221618","#","","","","","","","",
"75990144518","Farmàcia Estruch Rafa","#","Rbla","Badal","156","156","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.373354","2.131493","427370.57","4580568.149","427462.475","4580769.069","934221618","Fax","","","","","","","",
"75990144678","Farmàcia Fernández López","#","C","Ballester","31","31","27","el Putxet i el Farró","05","Sarrià-Sant Gervasi","08023","019","BARCELONA","41.40658","2.145437","428573.063","4584245.164","428664.978","4584446.118","932120809","Fax","","","","","","","",
"75990144678","Farmàcia Fernández López","#","C","Ballester","31","31","27","el Putxet i el Farró","05","Sarrià-Sant Gervasi","08023","019","BARCELONA","41.40658","2.145437","428573.063","4584245.164","428664.978","4584446.118","932123023","#","","","","","","","",
"75990144704","Farmàcia Nadal Casas","#","C","Rambla","121","121","01","el Raval","01","Ciutat Vella","08002","019","BARCELONA","41.38457","2.170444","430639.828","4581781.412","430731.762","4581982.344","933174942","Fax","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990144704","Farmàcia Nadal Casas","#","C","Rambla","121","121","01","el Raval","01","Ciutat Vella","08002","019","BARCELONA","41.38457","2.170444","430639.828","4581781.412","430731.762","4581982.344","933174942","#","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990145759","Farmàcia Xuriguera Hernández","#","C","Consell de Cent","573","573","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.40459","2.183403","431744.299","4583993.67","431836.243","4584194.623","932315260","Fax","","","","","","","",
"75990145759","Farmàcia Xuriguera Hernández","#","C","Consell de Cent","573","573","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.40459","2.183403","431744.299","4583993.67","431836.243","4584194.623","932315260","#","","","","","","","",
"75990146956","Farmàcia Massot Moner","#","Pg","Gràcia","50","50","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.39202","2.165661","430247.933","4582612.306","430339.864","4582813.246","932157019","#","","","","","","","",
"75990147903","Farmàcia González Solà","#","C","Mallorca","519","519","64","el Camp de l'Arpa del Clot","10","Sant Martí","08026","019","BARCELONA","41.408498","2.181904","431623.091","4584428.746","431715.034","4584629.703","934356885","#","","","","","","","",
"75990147903","Farmàcia González Solà","#","C","Mallorca","519","519","64","el Camp de l'Arpa del Clot","10","Sant Martí","08026","019","BARCELONA","41.408498","2.181904","431623.091","4584428.746","431715.034","4584629.703","934356885","Fax","","","","","","","",
"75990149139","Farmàcia Salabert","#","C","Avenir","21","21","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.396866","2.148701","428835.32","4583164.057","428927.237","4583365.001","932097969","#","","","","","","","",
"75990149221","Farmàcia Trigo Diaz","#","C","Provença","506","506","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.406728","2.177644","431265.165","4584235.627","431357.105","4584436.582","933488695","#","","","","","","","",
"75990149835","Farmàcia Clapés Viñas","#","C","Gran de Sant Andreu","211","211","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.43381","2.189299","432267.48","4587233.037","432359.428","4587434.02","933466356","#","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990150055","Farmàcia Almor Andreu","#","Rda","Sant Pau","51","51","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.377346","2.164688","430150.87","4580983.991","430242.8","4581184.916","934438055","#","","","","","","","",
"75990155158","Farmàcia Beltrán Rovira","#","Rbla","Raval","14","14","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.378384","2.16928","430535.922","4581095.603","430627.856","4581296.529","934415393","Fax","","","","","","","",
"75990155158","Farmàcia Beltrán Rovira","#","Rbla","Raval","14","14","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.378384","2.16928","430535.922","4581095.603","430627.856","4581296.529","933248509","#","","","","","","","",
"75990155158","Farmàcia Beltrán Rovira","#","Rbla","Raval","14","14","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.378384","2.16928","430535.922","4581095.603","430627.856","4581296.529","934415393","#","","","","","","","",
"75990158200","Farmàcia Mauri Martínez","#","C","Salvà","33","33","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.373285","2.165923","430249.807","4580532.216","430341.738","4580733.136","934416588","#","","","","","","","",
"75990161853","Farmàcia Soler Cuyas","#","C","Escorial","150","150","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08024","019","BARCELONA","41.409839","2.159133","429721.35","4584595.837","429813.275","4584796.795","932134525","Fax","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990161853","Farmàcia Soler Cuyas","#","C","Escorial","150","150","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08024","019","BARCELONA","41.409839","2.159133","429721.35","4584595.837","429813.275","4584796.795","932133055","#","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990162050","Farmàcia Pujol Cid","#","C","Ample","25","25","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.380054","2.179609","431401.369","4581272.685","431493.311","4581473.613","933011643","Fax","","","","","","","",
"75990162050","Farmàcia Pujol Cid","#","C","Ample","25","25","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.380054","2.179609","431401.369","4581272.685","431493.311","4581473.613","933011643","#","","","","","","","",
"75990162687","Farmàcia Penella Peris","#","C","Muntaner","254","254","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.394992","2.148585","428823.511","4582956.109","428915.428","4583157.051","932001711","Fax","","01/01","31/12","0000000","00:00:00","23:59:00"," ",
"75990162687","Farmàcia Penella Peris","#","C","Muntaner","254","254","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.394992","2.148585","428823.511","4582956.109","428915.428","4583157.051","932000996","#","","01/01","31/12","0000000","00:00:00","23:59:00"," ",
"75990166049","Farmàcia Riba Ijalba","#","C","Balmes","395","395","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.406473","2.138663","428006.763","4584238.977","428098.672","4584439.931","934174257","#","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990166049","Farmàcia Riba Ijalba","#","C","Balmes","395","395","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.406473","2.138663","428006.763","4584238.977","428098.672","4584439.931","934174261","Fax","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990167658","Farmàcia Torà Milà","#","C","Providència","128","128","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08024","019","BARCELONA","41.409089","2.161366","429907.175","4584510.742","429999.102","4584711.699","932131209","#","","","","","","","",
"75990168290","Farmàcia De Dalmases Piñot","#","C","Saragossa","133","133","27","el Putxet i el Farró","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.404694","2.145215","428552.447","4584036.011","428644.362","4584236.963","932122627","#","","","","","","","",
"75990168290","Farmàcia De Dalmases Piñot","#","C","Saragossa","133","133","27","el Putxet i el Farró","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.404694","2.145215","428552.447","4584036.011","428644.362","4584236.963","932122396","Fax","","","","","","","",
"75990173427","Farmàcia Vallejo Canalejo","#","C","Antonio Machado","4","4","49","Canyelles","08","Nou Barris","08042","019","BARCELONA","41.441463","2.163151","430091.089","4588103.424","430183.017","4588304.414","934275919","#","","","","","","","",
"75990173427","Farmàcia Vallejo Canalejo","#","C","Antonio Machado","4","4","49","Canyelles","08","Nou Barris","08042","019","BARCELONA","41.441463","2.163151","430091.089","4588103.424","430183.017","4588304.414","934283161","Fax","","","","","","","",
"75990174297","Farmàcia Xalabarder Anglí","#","C","Trinquet","8","8","23","Sarrià","05","Sarrià-Sant Gervasi","08034","019","BARCELONA","41.395866","2.121325","426545.585","4583075.951","426637.481","4583276.894","932044677","Fax","","","","","","","",
"75990174297","Farmàcia Xalabarder Anglí","#","C","Trinquet","8","8","23","Sarrià","05","Sarrià-Sant Gervasi","08034","019","BARCELONA","41.395866","2.121325","426545.585","4583075.951","426637.481","4583276.894","932044677","#","","","","","","","",
